ticket_id,customer_id,issue_category,description,sentiment,priority
TKT-291164,C02660,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-527235,C02660,Technical,Can't log in since yesterday.,Neutral,Low
TKT-117606,C02660,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-214852,C02660,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-985505,C02660,Technical,"System is always down, very frustrating.",Negative,High
TKT-600404,C02660,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-978341,C02660,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-835662,C02661,Feature Request,Just a general question about features.,Neutral,Low
TKT-873685,C02662,Feature Request,Just a general question about features.,Neutral,Medium
TKT-178737,C02663,Integration,Just a general question about features.,Positive,Medium
TKT-795586,C02663,Security,Just a general question about features.,Neutral,Low
TKT-523472,C02663,Integration,Just a general question about features.,Neutral,High
TKT-351610,C02664,Account,Just a general question about features.,Neutral,High
TKT-410426,C02664,Integration,Just a general question about features.,Neutral,Medium
TKT-995669,C02665,Security,Just a general question about features.,Positive,Low
TKT-472622,C02666,Billing,Good service.,Positive,Medium
TKT-429224,C02666,Security,Just a general question about features.,Neutral,Low
TKT-332115,C02666,Account,Just a general question about features.,Neutral,Low
TKT-108802,C02668,Technical,How do I reset my password?,Neutral,Low
TKT-855593,C02668,Integration,Just a general question about features.,Negative,Low
TKT-644231,C02668,Billing,Good service.,Neutral,Low
TKT-282501,C02669,Performance,Just a general question about features.,Neutral,Low
TKT-265385,C02669,Feature Request,Just a general question about features.,Positive,Low
TKT-326922,C02669,Performance,Just a general question about features.,Neutral,Low
TKT-472387,C02669,Technical,How do I reset my password?,Neutral,Medium
TKT-561214,C02669,Integration,Just a general question about features.,Neutral,Low
TKT-550461,C02670,Billing,Good service.,Positive,Low
TKT-238621,C02670,Security,Just a general question about features.,Positive,Low
TKT-701764,C02671,Technical,Need help setting up SSO.,Neutral,Low
TKT-417458,C02671,Billing,Can you send me last month's receipt?,Neutral,High
TKT-798367,C02672,Technical,Works great but I have a question on API limits.,Neutral,Medium
TKT-481985,C02672,Feature Request,Just a general question about features.,Neutral,Medium
TKT-836585,C02672,Billing,Can you send me last month's receipt?,Positive,Low
TKT-765970,C02673,Account,Just a general question about features.,Neutral,High
TKT-585148,C02673,Billing,Update credit card info.,Positive,High
TKT-729554,C02673,Feature Request,Just a general question about features.,Positive,Medium
TKT-793848,C02673,Technical,How do I reset my password?,Neutral,High
TKT-921708,C02674,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-638022,C02674,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-298077,C02674,Billing,"Cancel my subscription, too expensive.",Neutral,Medium
TKT-287974,C02674,Integration,"Terrible experience, not working as expected.",Neutral,Low
TKT-115277,C02675,Performance,Just a general question about features.,Positive,Low
TKT-788027,C02675,Technical,Need help setting up SSO.,Neutral,Low
TKT-954315,C02675,Performance,Just a general question about features.,Neutral,Low
TKT-515104,C02677,Performance,Just a general question about features.,Positive,High
TKT-728392,C02679,Feature Request,Just a general question about features.,Positive,High
TKT-673095,C02679,Billing,Update credit card info.,Neutral,Medium
TKT-903762,C02680,Account,Just a general question about features.,Neutral,Low
TKT-880872,C02680,Billing,Update credit card info.,Neutral,Low
TKT-806921,C02680,Technical,Works great but I have a question on API limits.,Negative,High
TKT-184527,C02681,Account,Just a general question about features.,Positive,Medium
TKT-778538,C02681,Billing,Update credit card info.,Negative,Low
TKT-800745,C02681,Integration,Just a general question about features.,Neutral,High
TKT-817925,C02682,Feature Request,Just a general question about features.,Positive,Low
TKT-559715,C02683,Performance,Just a general question about features.,Positive,High
TKT-363565,C02683,Integration,Just a general question about features.,Positive,Medium
TKT-648775,C02683,Technical,Need help setting up SSO.,Positive,Medium
TKT-390611,C02683,Billing,Update credit card info.,Positive,Medium
TKT-952791,C02685,Technical,"System is always down, very frustrating.",Negative,Low
TKT-871756,C02685,Billing,"Cancel my subscription, too expensive.",Negative,High
TKT-220394,C02685,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-620221,C02685,Security,"Terrible experience, not working as expected.",Negative,High
TKT-711517,C02685,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-306686,C02686,Billing,Why did my price go up?,Negative,Low
TKT-786505,C02686,Technical,Your API is too slow and throwing 500 errors.,Negative,Low
TKT-669817,C02686,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-797381,C02686,Account,"Terrible experience, not working as expected.",Negative,High
TKT-263640,C02687,Integration,Just a general question about features.,Neutral,Medium
TKT-560328,C02687,Account,Just a general question about features.,Neutral,Medium
TKT-517936,C02687,Account,Just a general question about features.,Positive,Medium
TKT-939047,C02689,Integration,Just a general question about features.,Neutral,Low
TKT-676366,C02691,Feature Request,Just a general question about features.,Negative,Low
TKT-532872,C02692,Feature Request,Just a general question about features.,Positive,Medium
TKT-222162,C02693,Feature Request,Just a general question about features.,Negative,Medium
TKT-848928,C02693,Account,Just a general question about features.,Neutral,Low
TKT-729308,C02694,Security,Just a general question about features.,Neutral,Medium
TKT-777222,C02694,Technical,How do I reset my password?,Neutral,Low
TKT-628609,C02694,Integration,Just a general question about features.,Neutral,Low
TKT-853582,C02695,Billing,Update credit card info.,Neutral,Low
TKT-100870,C02695,Account,Just a general question about features.,Neutral,High
TKT-949372,C02695,Billing,Can you send me last month's receipt?,Neutral,High
TKT-651108,C02696,Account,Just a general question about features.,Positive,Low
TKT-461535,C02696,Billing,Good service.,Positive,High
TKT-351702,C02697,Technical,Need help setting up SSO.,Neutral,Medium
TKT-385372,C02698,Account,"Terrible experience, not working as expected.",Negative,High
TKT-650491,C02698,Security,"Terrible experience, not working as expected.",Negative,High
TKT-166572,C02698,Feature Request,"Terrible experience, not working as expected.",Neutral,Medium
TKT-536993,C02698,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-658825,C02698,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-287000,C02699,Feature Request,Just a general question about features.,Neutral,High
TKT-267979,C02699,Feature Request,Just a general question about features.,Positive,Low
TKT-450973,C02700,Feature Request,Just a general question about features.,Neutral,Medium
TKT-671306,C02700,Feature Request,Just a general question about features.,Positive,Low
TKT-838132,C02701,Billing,Update credit card info.,Positive,Medium
TKT-832970,C02701,Billing,Good service.,Negative,Medium
TKT-909346,C02702,Feature Request,Just a general question about features.,Neutral,Medium
TKT-148032,C02702,Performance,Just a general question about features.,Neutral,Low
TKT-902305,C02703,Account,"Terrible experience, not working as expected.",Negative,High
TKT-474494,C02703,Technical,Your API is too slow and throwing 500 errors.,Negative,High
TKT-295500,C02703,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-251913,C02703,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-393167,C02703,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-904486,C02703,Billing,"Cancel my subscription, too expensive.",Neutral,High
TKT-464663,C02704,Account,Just a general question about features.,Neutral,Low
TKT-928349,C02705,Security,Just a general question about features.,Neutral,Low
TKT-873121,C02705,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-962975,C02706,Performance,Just a general question about features.,Positive,Low
TKT-635167,C02706,Performance,Just a general question about features.,Neutral,Medium
TKT-827907,C02706,Account,Just a general question about features.,Positive,High
TKT-780706,C02707,Billing,Update credit card info.,Positive,High
TKT-323072,C02708,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-500673,C02708,Performance,"Terrible experience, not working as expected.",Neutral,Low
TKT-310968,C02708,Technical,Your API is too slow and throwing 500 errors.,Negative,High
TKT-845232,C02708,Technical,Your API is too slow and throwing 500 errors.,Neutral,Low
TKT-358140,C02709,Technical,Can't log in since yesterday.,Negative,High
TKT-589261,C02709,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-806913,C02709,Technical,Your API is too slow and throwing 500 errors.,Negative,Low
TKT-852611,C02710,Feature Request,Just a general question about features.,Negative,High
TKT-507893,C02710,Technical,How do I reset my password?,Positive,Low
TKT-923315,C02710,Billing,Update credit card info.,Neutral,Low
TKT-271914,C02710,Technical,How do I reset my password?,Positive,Low
TKT-402228,C02711,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-699557,C02711,Technical,Can't log in since yesterday.,Negative,Medium
TKT-398194,C02711,Billing,Why did my price go up?,Negative,Medium
TKT-539661,C02711,Security,"Terrible experience, not working as expected.",Neutral,Medium
TKT-134649,C02712,Account,Just a general question about features.,Positive,Medium
TKT-575609,C02713,Account,Just a general question about features.,Positive,Low
TKT-572133,C02714,Technical,Works great but I have a question on API limits.,Neutral,High
TKT-917242,C02714,Security,Just a general question about features.,Positive,Low
TKT-910223,C02714,Technical,How do I reset my password?,Negative,Low
TKT-527957,C02714,Billing,Can you send me last month's receipt?,Positive,Low
TKT-561310,C02715,Performance,Just a general question about features.,Positive,Medium
TKT-298392,C02716,Billing,Update credit card info.,Positive,High
TKT-517336,C02716,Feature Request,Just a general question about features.,Positive,Medium
TKT-490366,C02716,Feature Request,Just a general question about features.,Neutral,High
TKT-505640,C02716,Feature Request,Just a general question about features.,Positive,Low
